
;======================================================== ~~  ~~ =========================================================;
;================================================ ~~ SID&STAR-Section ~~ =================================================;
[SIDSSTARS]
STAR:EFKE:18:BEXUL4K:BEXUL XULBI LEGVU ;  Combiner=EFKE1/5 | ID=18_BEXU4K
STAR:ESOH:18:HT·ILS:HT CF18 FF18 ;  Combiner=ESOH1/AI | ID=18_HT_I
STAR:ESOH:18:L·ODSIM·RNP:ODSIM OH851 OH854 ;  Combiner=ESOH1/6AR | ID=18_L_ODSIM_R
STAR:ESOH:18:R·NIDPO·RNP:NIDPO OH851 OH854 ;  Combiner=ESOH1/6AR | ID=18_R_NIDPO_R
STAR:ESOH:18:S·BEKAP·RNP:BEKAP OH851 OH854 ;  Combiner=ESOH1/6AR | ID=18_S_BEKAP_R
STAR:ESOH:18:HT·NDB:HT ;  Combiner=ESOH1/AN | ID=18_HT_N
STAR:ESOH:36:OVHD·OH:ESOH ;  Combiner=ESOH1/2 | ID=36_OVHD-OH
STAR:ESOH:36:L·XUMBI·RNP:XUMBI OH550 OH551 ;  Combiner=ESOH1/6AR | ID=36_L_XUMBI_R
STAR:ESOH:36:R·ADKAT·RNP:ADKAT OH550 OH551 ;  Combiner=ESOH1/6AR | ID=36_R_ADKAT_R
STAR:ESOH:36:S·OGELO·RNP:OGELO OH550 OH551 ;  Combiner=ESOH1/6AR | ID=36_S_OGELO_R
STAR:ESOH:36:AB·NDBDME:AB FQ36 27DME ;  Combiner=ESOH1/AQ | ID=36_AB_Q
STAR:ESOK:03:KSD·ILS:KSD SKS CF03 FF03 ;  Combiner=ESOK1/3A*I | ID=03_KSD_SKS_I
STAR:ESOK:03:SIPSI5E:SIPSI D195P D195M CF03 FF03 ;  Combiner=ESOK1/2I* | ID=03_SIPS5E_I
STAR:ESOK:03:TESDI5E:TESDI D054P D054M D187K CF03 FF03 ;  Combiner=ESOK1/2I* | ID=03_TESD5E_I
STAR:ESOK:03:KSD·1·ILS:BELFE KSD SKS CF03 FF03 ;  Combiner=ESOK1/3A*I | ID=03_KSD-1_SKS_I
STAR:ESOK:03:BELFE1K·RNP:BELFE OK713 SOVAS OK710 ;  Combiner=ESOK1/5R | ID=03_BELF1K_R
STAR:ESOK:03:SIPSI1K·RNP:SIPSI OK712 SOVAS OK710 ;  Combiner=ESOK1/5R | ID=03_SIPS1K_R
STAR:ESOK:03:TESDI1K·RNP:TESDI OK549 OK711 SOVAS OK710 ;  Combiner=ESOK1/5R | ID=03_TESD1K_R
STAR:ESOK:03:SKS·ILS:SKS CF03 FF03 ;  Combiner=ESOK1/AI | ID=03_SKS_I
STAR:ESOK:03:L·OK713·RNP:OK713 SOVAS OK710 ;  Combiner=ESOK1/6AR | ID=03_L_OK713_R
STAR:ESOK:03:R·OK711·RNP:OK711 SOVAS OK710 ;  Combiner=ESOK1/6AR | ID=03_R_OK711_R
STAR:ESOK:03:S·OK712·RNP:OK712 SOVAS OK710 ;  Combiner=ESOK1/6AR | ID=03_S_OK712_R
STAR:ESOK:03:KSD·VORDME:KSD FD03 ;  Combiner=ESOK1/AD | ID=03_KSD_D
STAR:ESOK:21:KSD·ILS:KSD NKS CF21 FF21 ;  Combiner=ESOK1/3A*I | ID=21_KSD_NKS_I
STAR:ESOK:21:SIPSI5F:SIPSI D195P D195M D032K CF21 FF21 ;  Combiner=ESOK1/2I* | ID=21_SIPS5F_I
STAR:ESOK:21:TESDI5F:TESDI D054P D054M D032K CF21 FF21 ;  Combiner=ESOK1/2I* | ID=21_TESD5F_I
STAR:ESOK:21:KSD·1·ILS:BELFE KSD NKS CF21 FF21 ;  Combiner=ESOK1/3A*I | ID=21_KSD-1_NKS_I
STAR:ESOK:21:BELFE1L·RNP:BELFE OK521 NATVI OK520 ;  Combiner=ESOK1/5R | ID=21_BELF1L_R
STAR:ESOK:21:SIPSI1L·RNP:SIPSI OK715 OK524 OK523 NATVI OK520 ;  Combiner=ESOK1/5R | ID=21_SIPS1L_R
STAR:ESOK:21:TESDI1L·RNP:TESDI OK526 OK525 NATVI OK520 ;  Combiner=ESOK1/5R | ID=21_TESD1L_R
STAR:ESOK:21:NKS·ILS:NKS CF21 FF21 ;  Combiner=ESOK1/AI | ID=21_NKS_I
STAR:ESOK:21:L·OK523·RNP:OK523 NATVI OK520 ;  Combiner=ESOK1/6AR | ID=21_L_OK523_R
STAR:ESOK:21:R·OK521·RNP:OK521 NATVI OK520 ;  Combiner=ESOK1/6AR | ID=21_R_OK521_R
STAR:ESOK:21:S·OK522·RNP:OK522 NATVI OK520 ;  Combiner=ESOK1/6AR | ID=21_S_OK522_R
STAR:ESOK:21:KSD·VORDME:KSD FD21 50VOR ;  Combiner=ESOK1/AD | ID=21_KSD_D
STAR:ESOW:01:RD·NDB:RD CN01 FN01 ;  Combiner=ESOW1/AN | ID=01_RD_N
STAR:ESOW:01:L·OW840·RNP:OW840 EPITA OW801 ;  Combiner=ESOW1/6AR | ID=01_L_OW840_R
STAR:ESOW:01:R·OW610·RNP:OW610 EPITA OW801 ;  Combiner=ESOW1/6AR | ID=01_R_OW610_R
STAR:ESOW:01:S·EPITA·RNP:EPITA OW801 ;  Combiner=ESOW1/6AR | ID=01_S_EPITA_R
STAR:ESOW:01:EPITA·NDB:EPITA CN01 FN01 ;  Combiner=ESOW1/AN | ID=01_EPITA_N
STAR:ESOW:01:RD·1·NDB:TORVA RD CN01 FN01 ;  Combiner=ESOW1/3A*N | ID=01_RD-1_RD_N
STAR:ESOW:01:RD·2·NDB:ARS RD CN01 FN01 ;  Combiner=ESOW1/3A*N | ID=01_RD-2_RD_N
STAR:ESOW:19:LE·ILS:LE CF19 LE ;  Combiner=ESOW1/AI | ID=19_LE_I
STAR:ESOW:19:L·OW540·RNP:OW540 NOLGI OW519 ;  Combiner=ESOW1/6AR | ID=19_L_OW540_R
STAR:ESOW:19:S·NOLGI·RNP:NOLGI OW519 ;  Combiner=ESOW1/6AR | ID=19_S_NOLGI_R
STAR:ESOW:19:LE·NDB:LE ;  Combiner=ESOW1/AN | ID=19_LE_N
STAR:ESOW:19:LE·1·ILS:TORVA LE CF19 LE ;  Combiner=ESOW1/3A*I | ID=19_LE-1_LE_I
STAR:ESOW:19:LE·2·ILS:ARS LE CF19 LE ;  Combiner=ESOW1/3A*I | ID=19_LE-2_LE_I
STAR:ESPA:14:SLU·ILS·Z:SLU PA920 FI14 ;  Combiner=ESPA1/AI | ID=14_SLU_I-Z
STAR:ESPA:14:OVHD·PA:ESPA ;  Combiner=ESPA1/3 | ID=14_OVHD-PA
STAR:ESPA:14:BESLA1S:BESLA PA922 PA920 FI14 ;  Combiner=ESPA1/5I* | ID=14_BESL1S_I-Z
STAR:ESPA:14:GOSDI1S:GOSDI PA921 PA920 FI14 ;  Combiner=ESPA1/5I* | ID=14_GOSD1S_I-Z
STAR:ESPA:14:SONIN1S:SONIN PA920 FI14 ;  Combiner=ESPA1/5I* | ID=14_SONI1S_I-Z
STAR:ESPA:14:TIMOB1S:TIMOB RISEM PA921 PA920 FI14 ;  Combiner=ESPA1/5I* | ID=14_TIMO1S_I-Z
STAR:ESPA:14:BESLA4E:BESLA D003N D318L FI14 ;  Combiner=ESPA1/2I* | ID=14_BESL4E_I-Z
STAR:ESPA:14:ELBOG1E:ELBOG D205N D296L FI14 ;  Combiner=ESPA1/2I* | ID=14_ELBO1E_I-Z
STAR:ESPA:14:RISEM5E:RISEM D220N D296L FI14 ;  Combiner=ESPA1/2I* | ID=14_RISE5E_I-Z
STAR:ESPA:14:SONIN5E:SONIN D333Q FI14 ;  Combiner=ESPA1/2I* | ID=14_SONI5E_I-Z
STAR:ESPA:14:OL·ILS·Y:OL PA920 FI14 ;  Combiner=ESPA1/AI | ID=14_OL_I-Y
STAR:ESPA:14:L·PA922·RNP:PA922 PA920 PA850 ;  Combiner=ESPA1/6AR | ID=14_L_PA922_R
STAR:ESPA:14:R·PA921·RNP:PA921 PA920 PA850 ;  Combiner=ESPA1/6AR | ID=14_R_PA921_R
STAR:ESPA:14:S·PA851·RNP:PA851 PA920 PA850 ;  Combiner=ESPA1/6AR | ID=14_S_PA851_R
STAR:ESPA:14:SLU·VORDME:SLU FD14 35VOR ;  Combiner=ESPA1/AD | ID=14_SLU_D
STAR:ESPA:14:OL·NDB:OL ;  Combiner=ESPA1/AN | ID=14_OL_N
STAR:ESPA:32:SLU·ILS:SLU PA570 FI32 ;  Combiner=ESPA1/AI | ID=32_SLU_I
STAR:ESPA:32:OVHD·PA:ESPA ;  Combiner=ESPA1/3 | ID=32_OVHD-PA
STAR:ESPA:32:BESLA1T:BESLA PA591 PA590 PA570 FI32 ;  Combiner=ESPA1/5I* | ID=32_BESL1T_I
STAR:ESPA:32:GOSDI1T:GOSDI PA700 PA571 PA570 FI32 ;  Combiner=ESPA1/5I* | ID=32_GOSD1T_I
STAR:ESPA:32:SONIN1T:SONIN PA895 PA590 PA570 FI32 ;  Combiner=ESPA1/5I* | ID=32_SONI1T_I
STAR:ESPA:32:TIMOB1T:TIMOB PA701 PA571 PA570 FI32 ;  Combiner=ESPA1/5I* | ID=32_TIMO1T_I
STAR:ESPA:32:BESLA4F:BESLA D003N D115L FI32 ;  Combiner=ESPA1/2I* | ID=32_BESL4F_I
STAR:ESPA:32:ELBOG1F:ELBOG D205N D139L FI32 ;  Combiner=ESPA1/2I* | ID=32_ELBO1F_I
STAR:ESPA:32:RISEM5F:RISEM D220N D139L FI32 ;  Combiner=ESPA1/2I* | ID=32_RISE5F_I
STAR:ESPA:32:SONIN4T:SONIN SLU D143J FI32 ;  Combiner=ESPA1/2I* | ID=32_SONI4T_I
STAR:ESPA:32:L·PA571·RNP:PA571 PA570 PA550 ;  Combiner=ESPA1/6AR | ID=32_L_PA571_R
STAR:ESPA:32:R·PA590·RNP:PA590 PA570 PA550 ;  Combiner=ESPA1/6AR | ID=32_R_PA590_R
STAR:ESPA:32:S·PA551·RNP:PA551 PA570 PA550 ;  Combiner=ESPA1/6AR | ID=32_S_PA551_R
STAR:ESPA:32:SLU·VORDME:SLU FD32 ;  Combiner=ESPA1/AD | ID=32_SLU_D
STAR:ESPE:11:OVHD·PE:ESPE ;  Combiner=ESPE1/2 | ID=11_OVHD-PE
STAR:ESPE:29:OVHD·PE:ESPE ;  Combiner=ESPE1/2 | ID=29_OVHD-PE
STAR:ESSA:01L:ELTOK7M:ELTOK SA820 SA854 LNA SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_ELTO7M_LNA_I
STAR:ESSA:01L:HMR5M:HMR SA539 SA540 TEB SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_HMR5M_TEB_I
STAR:ESSA:01L:NILUG2M:NILUG SA630 TEB SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_NILU2M_TEB_I
STAR:ESSA:01L:XILAN4M:XILAN SA570 TEB SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_XILA4M_TEB_I
STAR:ESSA:01L:ELTOK3J:ELTOK SA912 SA810 SA815 SA808 SA816 SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_ELTO3J_LNA_I
STAR:ESSA:01L:HMR3J:HMR SA500 SA499 SA602 SA604 SA605 SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_HMR3J_LNA_I
STAR:ESSA:01L:NILUG2J:NILUG SA818 SA817 SA811 SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_NILU2J_LNA_I
STAR:ESSA:01L:XILAN3J:XILAN SA619 SA618 SA604 SA605 SA802 SA801 FI01L ;  Combiner=ESSA1/5A*I* | ID=01L_XILA3J_LNA_I
STAR:ESSA:01R:ELTOK7M:ELTOK SA820 SA854 LNA CI01R FI01R ;  Combiner=ESSA1/5A*I* | ID=01R_ELTO7M_LNA_I
STAR:ESSA:01R:HMR5M:HMR SA539 SA540 TEB CI01R FI01R ;  Combiner=ESSA1/5A*I* | ID=01R_HMR5M_TEB_I
STAR:ESSA:01R:NILUG2M:NILUG SA630 TEB CI01R FI01R ;  Combiner=ESSA1/5A*I* | ID=01R_NILU2M_TEB_I
STAR:ESSA:01R:XILAN4M:XILAN SA570 TEB CI01R FI01R ;  Combiner=ESSA1/5A*I* | ID=01R_XILA4M_TEB_I
STAR:ESSA:08:ELTOK7S·RNP:ELTOK SA821 BALVI PAZIX SA747 ;  Combiner=ESSA1/5A*R | ID=08_ELTO7S_BALVI_R
STAR:ESSA:08:HMR5S·RNP:HMR SA539 SA540 TEB ARL SA851 PAZIX SA747 ;  Combiner=ESSA1/5A*R | ID=08_HMR5S_TEB_R
STAR:ESSA:08:NILUG2S·RNP:NILUG SA630 TEB ARL SA851 PAZIX SA747 ;  Combiner=ESSA1/5A*R | ID=08_NILU2S_TEB_R
STAR:ESSA:08:XILAN4S·RNP:XILAN SA570 TEB ARL SA851 PAZIX SA747 ;  Combiner=ESSA1/5A*R | ID=08_XILA4S_TEB_R
STAR:ESSA:19L:ELTOK7P:ELTOK SA821 BALVI AGILI CI19L FI19L ;  Combiner=ESSA1/5A*I* | ID=19L_ELTO7P_BALVI_I
STAR:ESSA:19L:HMR4P:HMR SA541 ERK AGILI CI19L FI19L ;  Combiner=ESSA1/5A*I* | ID=19L_HMR4P_ERK_I
STAR:ESSA:19L:NILUG2P:NILUG SA630 TEB ERK AGILI CI19L FI19L ;  Combiner=ESSA1/5A*I* | ID=19L_NILU2P_ERK_I
STAR:ESSA:19L:XILAN5P:XILAN SA570 TEB ERK AGILI CI19L FI19L ;  Combiner=ESSA1/5A*I* | ID=19L_XILA5P_ERK_I
STAR:ESSA:19R:ELTOK7P:ELTOK SA821 BALVI OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_ELTO7P_BALVI_I
STAR:ESSA:19R:HMR4P:HMR SA541 ERK OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_HMR4P_ERK_I
STAR:ESSA:19R:NILUG2P:NILUG SA630 TEB ERK OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_NILU2P_ERK_I
STAR:ESSA:19R:XILAN5P:XILAN SA570 TEB ERK OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_XILA5P_ERK_I
STAR:ESSA:19R:ELTOK3N:ELTOK SA910 SA909 SA908 SA474 OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_ELTO3N_BALVI_I
STAR:ESSA:19R:HMR3N:HMR SA485 SA484 SA483 SA475 OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_HMR3N_BALVI_I
STAR:ESSA:19R:NILUG2N:NILUG SA614 SA479 SA478 SA477 SA476 OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_NILU2N_BALVI_I
STAR:ESSA:19R:XILAN3N:XILAN SA482 SA481 SA480 SA476 OXINU CI19R FI19R ;  Combiner=ESSA1/5A*I* | ID=19R_XILA3N_BALVI_I
STAR:ESSA:26:ELTOK4T:ELTOK SA865 ERK EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_ELTO4T_ERK_I
STAR:ESSA:26:HMR4T:HMR SA541 ERK EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_HMR4T_ERK_I
STAR:ESSA:26:NILUG2T:NILUG SA630 TEB EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_NILU2T_TEB_I
STAR:ESSA:26:XILAN5T:XILAN SA570 TEB EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_XILA5T_TEB_I
STAR:ESSA:26:ELTOK3V:ELTOK SA911 SA491 SA490 SA472 SA471 EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_ELTO3V_ERK_I
STAR:ESSA:26:HMR3V:HMR SA496 SA489 SA488 SA471 EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_HMR3V_ERK_I
STAR:ESSA:26:NILUG2V:NILUG SA623 SA622 SA611 SA495 EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_NILU2V_ERK_I
STAR:ESSA:26:XILAN3V:XILAN SA494 SA493 SA492 EKDAS FF26 ;  Combiner=ESSA1/5A*I* | ID=26_XILA3V_ERK_I
STAR:ESSA:26:ELTOK2H·RNP·Y:ELTOK SA913 SA914 SA915 SA501 SA502 SA503 SA504 ;  Combiner=ESSA1/5A*R | ID=26_ELTO2H_SA501_R-Y
STAR:ESSA:01L:ALJAC·RNP·Y:ALJAC SA731 SA732 SA733 ;  Combiner=ESSA2/AR | ID=01L_ALJAC_R-Y
STAR:ESSA:01R:AXWAL·RNP·Y:AXWAL SA651 SA652 SA653 SA638 ;  Combiner=ESSA2/AR | ID=01R_AXWAL_R-Y
STAR:ESSA:01R:INLUX·RNP·X:INLUX SA745 SA740 SA739 SA638 ;  Combiner=ESSA2/AR | ID=01R_INLUX_R-X
STAR:ESSA:01R:REYMY·RNP·W:REYMY SA575 SA571 SA638 ;  Combiner=ESSA2/AR | ID=01R_REYMY_R-W
STAR:ESSA:19R:ELFEC·RNP·Y:ELFEC SA874 SA875 SA542 SA543 ;  Combiner=ESSA2/AR | ID=19R_ELFEC_R-Y
STAR:ESSA:19R:BALVI·RNP·X:BALVI SA872 SA873 SA543 ;  Combiner=ESSA2/AR | ID=19R_BALVI_R-X
STAR:ESSA:01L:ILS:SA801 FI01L ;  Combiner=ESSA3/I | ID=01L_I
STAR:ESSA:01L:RNP·Z:INLIP SA750 ;  Combiner=ESSA3/R | ID=01L_R-Z
STAR:ESSA:01R:ILS:CI01R FI01R ;  Combiner=ESSA3/I | ID=01R_I
STAR:ESSA:08:LOC:CL08 FF08 30LOC ;  Combiner=ESSA3/L | ID=08_L
STAR:ESSA:08:RNP:PAZIX SA747 ;  Combiner=ESSA3/R | ID=08_R
STAR:ESSA:19L:ILS:CI19L FI19L ;  Combiner=ESSA3/I | ID=19L_I
STAR:ESSA:19L:RNP:AGILI SA530 ;  Combiner=ESSA3/R | ID=19L_R
STAR:ESSA:19R:ILS:CI19R FI19R ;  Combiner=ESSA3/I | ID=19R_I
STAR:ESSA:19R:RNP·Z:OXINU SA531 ;  Combiner=ESSA3/R | ID=19R_R-Z
STAR:ESSA:26:ILS:EKDAS FF26 ;  Combiner=ESSA3/I | ID=26_I
STAR:ESSA:26:RNP·Z:EKDAS SA532 ;  Combiner=ESSA3/R | ID=26_R-Z
STAR:ESSB:12:ALOLA·VECT:ALOLA SB561 SB852 ABKIN FF12 ;  Combiner=ESSB2/5AI* | ID=12_ALOLA_VECT_I
STAR:ESSB:12:ARS8U:ARS SB851 SB702 SB852 ABKIN FF12 ;  Combiner=ESSB1/5I* | ID=12_ARS8U_I
STAR:ESSB:12:HMR9U·VECT:HMR SB531 TOVRI SB532 SB561 SB852 ABKIN FF12 ;  Combiner=ESSB2/5AI* | ID=12_HMR9U_VECT_I
STAR:ESSB:12:TINKA8U:TINKA SB700 PETEV SB701 SB702 SB852 ABKIN FF12 ;  Combiner=ESSB1/5I* | ID=12_TINK8U_I
STAR:ESSB:12:TRS1U:TRS SB703 SOVAX SB852 ABKIN FF12 ;  Combiner=ESSB1/5I* | ID=12_TRS1U_I
STAR:ESSB:12:XILAN7U·VECT:XILAN SB532 SB561 SB852 ABKIN FF12 ;  Combiner=ESSB2/5AI* | ID=12_XILA7U_VECT_I
STAR:ESSB:12:LNA·VECT:LNA ABKIN FF12 ;  Combiner=ESSB2/5AI* | ID=12_LNA_VECT_I
STAR:ESSB:30:ALOLA·VECT:ALOLA SB555 DUXNO FF30 ;  Combiner=ESSB2/5AI* | ID=30_ALOLA_VECT_I
STAR:ESSB:30:ARS8Y:ARS SB851 SB705 SB706 SB558 DUXNO FF30 ;  Combiner=ESSB1/5I* | ID=30_ARS8Y_I
STAR:ESSB:30:HMR9Y:HMR SB531 TOVRI SB533 SB555 DUXNO FF30 ;  Combiner=ESSB1/5I* | ID=30_HMR9Y_I
STAR:ESSB:30:TINKA7Y:TINKA SB700 PETEV SB704 SB705 SB706 SB558 DUXNO FF30 ;  Combiner=ESSB1/5I* | ID=30_TINK7Y_I
STAR:ESSB:30:TRS7Y:TRS SB707 SB557 SB558 DUXNO FF30 ;  Combiner=ESSB1/5I* | ID=30_TRS7Y_I
STAR:ESSB:30:XILAN8Y:XILAN SB533 SB555 DUXNO FF30 ;  Combiner=ESSB1/5I* | ID=30_XILA8Y_I
STAR:ESSB:12:ABKIN·ILS:ABKIN FF12 ;  Combiner=ESSB3/AI | ID=12_ABKIN_I
STAR:ESSB:12:ABKIN·RNP:ABKIN SB855 ;  Combiner=ESSB3/AR | ID=12_ABKIN_R
STAR:ESSB:30:DUXNO·ILS:DUXNO FF30 ;  Combiner=ESSB3/AI | ID=30_DUXNO_I
STAR:ESSB:30:DUXNO·RNP:DUXNO SB562 ;  Combiner=ESSB3/AR | ID=30_DUXNO_R
STAR:ESSD:14:XOTBU1E·RNP:XOTBU SD700 SD710 SD852 SD854 SD850 ;  Combiner=ESSD1/5R | ID=14_XOTB1E_R
STAR:ESSD:14:SD852·RNP:SD852 SD854 SD850 ;  Combiner=ESSD1/AR | ID=14_SD852_R
STAR:ESSD:14:SD853·RNP:SD853 SD854 SD850 ;  Combiner=ESSD1/AR | ID=14_SD853_R
STAR:ESSD:14:BOR·VORDME:BOR CD14 FD14 45VOR ;  Combiner=ESSD1/AD | ID=14_BOR_D
STAR:ESSD:14:D206K·VORDME:D206K D265K CD14 FD14 45VOR ;  Combiner=ESSD1/AD | ID=14_D206K_D
STAR:ESSD:14:D307M·VORDME:D307M CD14 FD14 45VOR ;  Combiner=ESSD1/AD | ID=14_D307M_D
STAR:ESSD:32:XOTBU1F:XOTBU SD553 SD551 CF32 FI32 ;  Combiner=ESSD2/5A*I* | ID=32_XOTB1F_SD551_I-Z
STAR:ESSD:32:BOR:BOR CF32 FI32 ;  Combiner=ESSD2/AI* | ID=32_BOR_I-Z
STAR:ESSD:32:D128Q:D128Q CF32 FI32 ;  Combiner=ESSD2/AI* | ID=32_D128Q_I-Z
STAR:ESSD:32:D206L:D206L D139L CF32 FI32 ;  Combiner=ESSD2/AI* | ID=32_D206L_I-Z
STAR:ESSD:32:LM:LM CI32Y FI32 ;  Combiner=ESSD2/AI* | ID=32_LM_I-Y
STAR:ESSL:11:SL840·ILS:SL840 SL910 FI11 ;  Combiner=ESSL1/AI | ID=11_SL840_I
STAR:ESSL:11:SL920·ILS:SL920 SL910 FI11 ;  Combiner=ESSL1/AI | ID=11_SL920_I
STAR:ESSL:11:SL930·ILS:SL930 SL910 FI11 ;  Combiner=ESSL1/AI | ID=11_SL930_I
STAR:ESSL:29:SL540·ILS:SL540 SL601 FI29 ;  Combiner=ESSL1/AI | ID=29_SL540_I
STAR:ESSL:29:SL602·ILS:SL602 SL601 FI29 ;  Combiner=ESSL1/AI | ID=29_SL602_I
STAR:ESSL:29:SL603·ILS:SL603 SL601 FI29 ;  Combiner=ESSL1/AI | ID=29_SL603_I
STAR:ESSP:09:EMDOL·ILS:EMDOL SP850 FF09 ;  Combiner=ESSP1/AI | ID=09_EMDOL_I
STAR:ESSP:09:GESRI·ILS:GESRI SP850 FF09 ;  Combiner=ESSP1/AI | ID=09_GESRI_I
STAR:ESSP:09:RUGIX·ILS:RUGIX SP850 FF09 ;  Combiner=ESSP1/AI | ID=09_RUGIX_I
STAR:ESSP:27:ITFAX·ILS·Z:ITFAX SP561 FF27 ;  Combiner=ESSP1/AI | ID=27_ITFAX_I-Z
STAR:ESSP:27:SP562·ILS·Z:SP562 SP561 FF27 ;  Combiner=ESSP1/AI | ID=27_SP562_I-Z
STAR:ESSP:27:SP563·ILS·Z:SP563 SP561 FF27 ;  Combiner=ESSP1/AI | ID=27_SP563_I-Z
STAR:ESSP:27:D085M·ILS·Y:D085M CF27 FF27 ;  Combiner=ESSP1/AI | ID=27_D085M_I-Y
STAR:ESSP:27:ON·ILS·Y:ON SP10 CF27 FF27 ;  Combiner=ESSP1/AI | ID=27_ON_I-Y
STAR:ESSV:03:HANSA7E:HANSA D305M D209K FD03 30VOR 22VOR ;  Combiner=ESSV1/2D* | ID=03_HANS7E_D
STAR:ESSV:21:GOTAL3T:GOTAL SV450 VEPAX FF21 ;  Combiner=ESSV2/5I* | ID=21_GOTA3T_I-Z
STAR:ESSV:21:ROGMI3T:ROGMI SV855 VEPAX FF21 ;  Combiner=ESSV2/5I* | ID=21_ROGM3T_I-Z
STAR:ESSV:21:HANSA6F:HANSA D305M D360K FF21 ;  Combiner=ESSV2/2I* | ID=21_HANS6F_I-Z
STAR:ESSV:21:VSB1:VSB VEPAX FF21 ;  Combiner=ESSV5/AI* | ID=21_VSB1_I-Y
STAR:ESSV:21:VSB2:VSB VEPAX FF21 ;  Combiner=ESSV5/AI* | ID=21_VSB2_I-Y
STAR:ESSV:21:GOTAL·VSB1:GOTAL VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_GOTAL_VSB1_I-Y
STAR:ESSV:21:GOTAL·VSB2:GOTAL VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_GOTAL_VSB2_I-Y
STAR:ESSV:21:HANSA·VSB1:HANSA VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_HANSA_VSB1_I-Y
STAR:ESSV:21:HANSA·VSB2:HANSA VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_HANSA_VSB2_I-Y
STAR:ESSV:21:KINTI·VSB1:KINTI VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_KINTI_VSB1_I-Y
STAR:ESSV:21:KINTI·VSB2:KINTI VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_KINTI_VSB2_I-Y
STAR:ESSV:21:ROGMI·VSB1:ROGMI VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_ROGMI_VSB1_I-Y
STAR:ESSV:21:ROGMI·VSB2:ROGMI VSB VEPAX FF21 ;  Combiner=ESSV6/2AI* | ID=21_ROGMI_VSB2_I-Y
STAR:ESTA:14:NILEN2H:NILEN TA506 GOKPU PELAB FI14 ;  Combiner=ESTA1/5I* | ID=14_NILE2H_I-Z
STAR:ESTA:14:XIRTO2H:XIRTO PELAB FI14 ;  Combiner=ESTA1/5I* | ID=14_XIRT2H_I-Z
STAR:ESTA:14:GOKPU:GOKPU PELAB FI14 ;  Combiner=ESTA1/AI* | ID=14_GOKPU_I-Z
STAR:ESTA:14:IBEBI:IBEBI PELAB FI14 ;  Combiner=ESTA1/AI* | ID=14_IBEBI_I-Z
STAR:ESTA:14:VAPUB:VAPUB PELAB FI14 ;  Combiner=ESTA1/AI* | ID=14_VAPUB_I-Z
STAR:ESTA:14:LB:LB DB81 CI14 FI14 ;  Combiner=ESTA1/AI* | ID=14_LB_I-Y
STAR:ESTA:32:AH:AH DB68 FQ32 AH ;  Combiner=ESTA2/AQ* | ID=32_AH_Q
STAR:ESTL:29L:SOGJU:SOGJU TL551 FF29L ;  Combiner=ESTL1/3I* | ID=29L_SOGJU_I-Z
STAR:ESTL:29L:JANDA:JANDA TL551 FF29L ;  Combiner=ESTL1/AI* | ID=29L_JANDA_I-Z
STAR:ESTL:29L:TL553:TL553 TL551 FF29L ;  Combiner=ESTL1/AI* | ID=29L_TL553_I-Z
STAR:ESTL:29L:TL554:TL554 TL551 FF29L ;  Combiner=ESTL1/AI* | ID=29L_TL554_I-Z
STAR:ESUP:11:PAJ:PAJ IUP82 CF11 FF11 ;  Combiner=ESUP1/AI* | ID=11_PAJ_I
STAR:ESUP:29:PAJ1:PAJ D126L FQ29 ;  Combiner=ESUP1/AQ* | ID=29_PAJ1_Q
